"n.beta.lac.plasmid","n.beta.lac.chrom","strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.plasmids","n.beta.lac","nc.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.tot.cen","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","sulfonamide.resistant.sul","TEM.beta.lactamase","ampC.type.beta.lactamase","trimethoprim.resistant.dihydrofolate.reductase.dfr","APH3","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","AAC6.Ib.cr","OXA.beta.lactamase","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.TEM.1","n.TEM.207","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","no.x","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","no.y","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes"
4,-1,"DA63578","circular",65.2218827101547,140650,9,5,3,4,0,23,23,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,63,63,0,32,32,0,91,91,0,36,36,0,9668,9668,0,37571,37571,0,19583,19583,0,13,0,20743,20743,0,27,27,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,3274.5,3274.5,0,37,37,NA,NA,NA,NA,NA,NA,NA,13,1949,5,7,9,14,0,18,21,0,2,9,1,6,1,16,0,0,0,0,0,1,110,481.5,NA
4,-1,"DA63580","circular",49.4714985909784,77391,6,2,3,4,0,37,37,20,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,62,62,0,25,25,0,93,93,0,44,44,0,76767,76767,0,138607,138607,0,31000,31000,0,37,0,76767,76767,0,25,25,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1996,0,20,0,12,0,7,4,0,0,0,0,8,3,19,0,0,0,0,0,0,73,46970.5,NA
0,2,"DA63582","circular",58.8084966148401,115885,0,0,2,0,25,0,25,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,97,0,97,23,0,23,86,0,86,33,0,33,13712,0,13712,106807,0,106807,37574,0,37574,25,0,13712,0,13712,23,0,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1766,1,2,6,12,5,16,5,0,2,3,0,20,3,6,0,0,0,0,0,0,81,24344.5,0
7,-4,"DA63584","circular",97.90357712201,101813,9,3,3,NA,0,23,23,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,33,33,0,33,33,0,93,93,0,41,41,0,40481,40481,0,122495,122495,0,34076,34076,0,23,0,40481,40481,0,33,33,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1987,19,20,4,4,6,46,26,3,0,1,0,6,2,15,1,0,0,0,0,0,153,512.5,0
4,-1,"DA63586","linear",16.2132405159007,80590,1,1,3,4,0,29,29,15,0,15,0,1,1,0,1,1,0,1,1,0,1,1,4,0,259,259,0,26,26,0,1298,1298,0,1298,1298,0,47031,47031,0,87909,87909,0,32420,32420,0,29,0,47031,47031,0,26,26,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1997,0,32,2,2,0,3,0,3,0,0,0,7,0,15,0,0,0,0,0,0,64,5823.5,NA
1,3,"DA63588","circular",47.6686304621513,71470,1,1,4,1,90,15,105,22,22,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,299,0,299,26,70,31,94,225,225,38,0,38,6032.5,139,3272,160016,0,160016,31121,0,31121,90,0,6032.5,0,6032.5,26,0,26,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,139,139,0,70,70,NA,NA,NA,NA,NA,NA,NA,10,1996,9,3,12,17,0,25,4,0,0,4,0,0,2,17,51,0,0,0,0,0,144,49764,NA
4,0,"DA63590","circular",61.6947959744466,121833,1,1,4,4,21,27,48,2,0,2,5,2,7,NA,NA,NA,2,0,2,NA,NA,NA,8,0,40,40,54,56.5,54,1551,115,1551,0,20,20,4804,152,239,0,115215.5,115215.5,0,90989,90989,0,27,0,152,152,0,56.5,56.5,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,21,0,4804,0,4804,54,0,54,NA,NA,NA,NA,NA,NA,NA,12,1996,23,18,0,1,0,25,5,0,0,10,5,4,0,15,0,5,5,0,1,0,117,19130.5,NA
3,-1,"DA63592","circular",74.5125404874474,91430,8,3,2,3,0,39,39,7,0,7,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,99,99,0,35,35,0,178,178,0,35,35,0,310,310,0,41186,41186,0,31250,31250,0,39,0,310,310,0,35,35,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1864,9,4,3,2,0,11,2,0,1,1,0,2,1,12,0,0,0,0,0,0,48,16339,0
10,-8,"DA63594","circular",61.3101576233332,120530,8,4,2,NA,0,17,17,3,0,3,0,7,7,NA,NA,NA,0,1,1,NA,NA,NA,10,0,78,78,0,36,36,0,820,820,0,26,26,0,13739,13739,0,45950,45950,0,42429,42429,0,10,0,18552,18552,0,29,29,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,10330,10330,0,207,207,NA,NA,NA,NA,NA,NA,NA,15,1946,11,6,3,31,5,48,1,1,0,32,10,4,9,12,0,40,1,0,0,0,214,2166,NA
8,-3,"DA63596","circular",131.964010897993,109992,2,2,5,NA,32,146,178,65,28,37,3,6,9,3,0,3,0,1,1,NA,NA,NA,14,1531,294,488,35.5,31,32,170,524,524,170,86,170,26980.5,4247,7189,26987,140802,52489,16455,6273,6273,0,124,0,4002,4002,0,30,30,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,32,22,26980.5,5017.5,21177.5,35.5,43,40,NA,NA,NA,NA,NA,NA,NA,12,1996,79,13,13,4,0,65,8,0,0,13,21,0,3,20,7,32,0,0,0,0,278,811,NA
0,2,"DA63598","circular",56.4038096203242,100475,0,0,2,0,13,0,13,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,140,0,140,26,0,26,99,0,99,35,0,35,9944,0,9944,41084,0,41084,31239,0,31239,13,0,9944,0,9944,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1766,1,1,4,4,0,15,6,1,0,1,0,0,1,16,0,0,0,0,0,0,50,24482,0
3,-1,"DA63600","circular",62.1461582235804,101807,3,1,2,3,0,20,20,9,0,9,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,118.5,118.5,0,24,24,0,106,106,0,37,37,0,20621.5,20621.5,0,74721,74721,0,31207,31207,0,20,0,20621.5,20621.5,0,24,24,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1715,1,4,4,1,0,4,2,0,0,0,0,5,0,12,0,0,0,0,0,0,33,91673.5,NA
0,2,"DA63602","circular",91.2107229859566,99859,1,1,2,0,91,0,91,31,31,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,405.5,0,405.5,26,0,26,149,0,149,53,0,53,11104,0,11104,175657,0,175657,37573,0,37573,91,0,11104,0,11104,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1864,2,13,6,4,0,18,5,0,2,3,0,2,3,7,0,0,1,0,0,0,66,61974,NA
3,-1,"DA63606","circular",73.1963205631409,87222,3,2,2,3,0,46,46,23,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,309,309,0,26,26,0,93,93,0,46,46,0,37897,37897,0,174105,174105,0,31248,31248,0,46,0,37897,37897,0,26,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1765,1,6,16,3,0,9,6,0,2,2,0,4,2,15,0,0,0,0,0,0,66,91742,NA
6,-1,"DA63608","circular",12.9765096799592,97473,10,2,5,12,12,54,66,13,1,12,0,21,21,0,10,10,0,2,2,NA,NA,NA,10,20,1327.5,980,43,76,67,84,513,513,20,460,460,5227.5,11054.5,9855.5,87441,28562,28566,87441,28251,28251,12,0,5227.5,0,5227.5,43,0,43,1,1,3,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,16,0,12740,12740,0,153,153,NA,NA,NA,NA,NA,NA,NA,12,1849,45,1,44,31,0,67,10,3,0,1,0,5,4,22,0,50,0,0,0,0,283,667.5,0
0,2,"DA63610","circular",16.9413110332436,85817,1,1,2,0,38,0,38,7,7,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,99,0,99,39,0,39,187,0,187,35,0,35,310,0,310,41186,0,41186,31250,0,31250,38,0,310,0,310,39,0,39,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1766,9,7,3,15,0,13,2,0,1,5,0,2,2,12,0,0,0,0,0,0,71,16341,0
0,3,"DA63612","circular",35.7599073904452,90769,17,3,3,0,137,0,137,33,33,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,289,0,289,30,0,30,205,0,205,37,0,37,31013,0,31013,129869,0,129869,31013,0,31013,137,0,31013,0,31013,30,0,30,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1997,1,0,1,3,0,65,20,4,0,11,0,11,0,20,2,0,0,0,0,0,138,27202,0
0,2,"DA63614","circular",19.5681192776767,98730,1,1,2,0,30,0,30,17,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,236,0,236,25,0,25,78,0,78,46,0,46,41734.5,0,41734.5,147177,0,147177,31250,0,31250,30,0,41734.5,0,41734.5,25,0,25,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1766,3,6,2,13,0,4,6,0,0,3,0,2,1,12,0,0,0,0,0,0,52,16341,NA
4,-1,"DA63616","linear",38.6875156395555,104401,1,1,3,4,0,27,27,9,0,9,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,64,64,0,30,30,0,127,127,0,33,33,0,31070,31070,0,92308,92308,0,31070,31070,0,27,0,31070,31070,0,30,30,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1964,38,16,0,9,0,39,0,0,0,16,0,5,0,10,0,0,0,0,0,0,133,8849,NA
3,0,"DA63618","linear",14.9724092905781,94441,7,2,3,NA,6,6,12,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,25.5,25.5,76,27.5,67,84,80,84,0,31,31,73,7980.5,190.5,0,57936.5,57936.5,0,30983,30983,6,6,73,7980.5,190.5,76,27.5,67,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1996,2,0,15,2,0,34,7,3,0,0,0,6,0,14,0,0,0,0,0,0,83,43701,NA
1,1,"DA63620","circular",16.9166560778918,90059,1,1,2,1,23,0,23,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,174,0,174,23,0,23,86,0,86,33,0,33,10036,0,10036,88581,0,88581,37574,0,37574,23,0,10036,0,10036,23,0,23,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1766,1,9,6,18,0,24,5,2,2,8,3,2,3,6,3,3,0,0,0,0,95,9737.5,0
0,2,"DA63622","circular",13.631415335924,80994,0,0,2,0,28,0,28,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,226.5,0,226.5,26,0,26,86,0,86,53,0,53,41734.5,0,41734.5,138327,0,138327,31248,0,31248,28,0,41734.5,0,41734.5,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1863,1,3,4,9,0,14,6,0,2,2,0,10,3,12,0,0,0,0,0,0,66,92708,NA
1,2,"DA63624","circular",24.9193663495231,78024,5,2,3,1,92,18,110,31,31,0,4,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,405.5,0,405.5,26,38.5,26,149,179,179,53,0,53,11151.5,5321.5,10698.5,175657,0,175657,37573,0,37573,92,0,11151.5,0,11151.5,26,0,26,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,18,0,5321.5,5321.5,0,38.5,38.5,NA,NA,NA,NA,NA,NA,NA,14,1855,2,3,6,16,0,18,5,0,2,6,1,2,3,7,0,1,1,0,0,0,73,5549.5,NA
0,3,"DA63626","circular",43.7353225938471,91264,12,3,3,0,39,0,39,19,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,250.5,0,250.5,29,0,29,93,0,93,37,0,37,68522,0,68522,129492,0,129492,34083,0,34083,39,0,68522,0,68522,29,0,29,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1887,2,15,2,2,0,11,1,3,0,0,0,8,0,21,0,0,0,0,0,0,65,21510,NA
4,-1,"DA63628","circular",35.4963250455057,97674,9,2,3,NA,0,119,119,26,0,26,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,100,100,0,26,26,0,144,144,0,38,38,0,545,545,0,159024.5,159024.5,0,31129,31129,0,119,0,545,545,0,26,26,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1996,1,0,10,3,0,21,5,0,0,3,0,0,3,14,6,0,1,0,0,0,67,49875,NA
5,-1,"DA63630","circular",27.7922084806342,88718,14,5,4,NA,49,21,70,22,21,1,0,4,4,NA,NA,NA,0,1,1,NA,NA,NA,10,83,20,54.5,32,42,34.5,93,820,820,41,20,41,31114,4802,5048.5,130082,77367,119285.5,31114,77367,31114,49,0,31114,0,31114,32,0,32,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,21,0,4802,4802,0,42,42,NA,NA,NA,NA,NA,NA,NA,14,1854,30,36,2,34,0,48,1,3,0,12,5,5,7,25,0,10,5,0,0,0,223,4259,NA
0,2,"DA63632","circular",11.374446427945,93115,4,4,2,0,105,0,105,33,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,438.5,0,438.5,26,0,26,96,0,96,53,0,53,10650,0,10650,175418,0,175418,31205,0,31205,105,0,10650,0,10650,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1722,1,4,6,1,0,4,2,0,2,0,0,12,0,12,0,0,0,0,0,0,44,93047,NA
1,3,"DA63634","circular",13.6701642104607,98059,18,4,4,1,79,16,95,5,5,0,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,60,0,60,31,37,32,144,309,309,26,0,26,336,5801,420,104291,0,104291,87441,0,87441,79,0,336,0,336,31,0,31,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,16,0,5801,5801,0,37,37,NA,NA,NA,NA,NA,NA,NA,13,1990,7,1,13,2,0,33,11,0,0,14,1,0,1,19,9,1,1,0,0,0,113,8689.5,0
0,2,"DA63636","circular",23.5846256835606,100480,0,0,2,0,26,0,26,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,178,0,178,27.5,0,27.5,86,0,86,35,0,35,23763,0,23763,41199,0,41199,31310,0,31310,26,0,23763,0,23763,27.5,0,27.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1986,11,10,2,8,0,30,22,0,0,6,0,2,5,12,0,0,0,0,0,0,108,16341,0
0,3,"DA63638","circular",37.9730259080686,108174,24,4,3,0,14,0,14,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22,0,22,67,0,67,86,0,86,24,0,24,218,0,218,106707.5,0,106707.5,86842,0,86842,14,0,218,0,218,67,0,67,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1849,15,0,39,14,0,27,0,3,0,7,0,5,4,17,0,7,0,0,0,0,138,990,0
0,3,"DA63640","circular",72.227814437892,76611,1,1,3,0,119,0,119,26,26,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,100,0,100,26,0,26,144,0,144,38,0,38,545,0,545,159023.5,0,159023.5,31129,0,31129,119,0,545,0,545,26,0,26,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1996,0,0,13,3,0,18,4,0,0,0,0,0,3,14,6,0,1,0,0,0,62,49872,NA
3,-1,"DA63642","circular",44.3677517237616,77649,13,2,2,3,0,74,74,26,0,26,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,351,351,0,26,26,0,149,149,0,53,53,0,10755,10755,0,165616,165616,0,37428,37428,0,74,0,10755,10755,0,26,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1765,1,4,2,4,0,25,1,0,0,2,0,4,2,12,0,0,0,0,0,0,57,92496,NA
4,-1,"DA63644","circular",127.031583716933,101660,27,4,3,NA,0,83,83,23,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,295.5,295.5,0,26,26,0,86,86,0,38,38,0,4920,4920,0,153163,153163,0,89646,89646,0,83,0,4920,4920,0,26,26,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1870,0,0,5,23,0,15,0,0,0,2,0,0,0,14,0,0,0,0,0,0,59,15594.5,NA
0,3,"DA63646","circular",18.3211750811698,64920,80,8,3,0,39,0,39,12,12,0,1,0,1,1,0,1,1,0,1,1,0,1,5,96,0,96,31,0,31,1330,0,1330,1330,0,1330,21977,0,21977,124802.5,0,124802.5,33645,0,33645,39,0,21977,0,21977,31,0,31,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1766,11,0,12,14,2,20,39,0,0,7,6,6,1,14,7,0,0,0,0,0,139,1456.5,0
2,0,"DA63648","circular",54.4314738015521,108087,1,1,2,2,17,12,29,4,0,4,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,101,101,37,26,32,409,36,409,0,26,26,5326,18552,8637,0,46765,46765,0,43197,43197,0,12,0,18552,18552,0,26,26,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,17,0,5326,0,5326,37,0,37,NA,NA,NA,NA,NA,NA,NA,13,1992,28,1,3,22,0,4,5,1,0,5,0,4,1,12,0,4,2,0,0,0,92,987.5,0
0,2,"DA63650","circular",24.6710215114534,96088,7,1,2,0,25,0,25,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,0,98,23,0,23,35,0,35,33,0,33,14671,0,14671,110964,0,110964,37574,0,37574,25,0,14671,0,14671,23,0,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1917,16,10,6,3,0,34,7,2,5,15,0,2,5,6,0,0,0,0,0,0,111,22227.5,0
18,-13,"DA63652","linear",59.6959479422048,91329,26,14,5,NA,0,47,47,18,0,18,0,15,15,0,8,8,0,2,2,0,2,2,18,0,864.5,864.5,0,74,74,0,822,822,0,822,822,0,10287,10287,0,28795,28795,0,3465,3465,0,24,0,24103,24103,0,35,35,4,2,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,23,0,5348,5348,0,153,153,NA,NA,NA,NA,NA,NA,NA,11,1954,23,1,55,11,0,50,0,3,0,2,0,5,17,19,0,78,0,0,0,0,264,991,2
2,0,"DA63654","circular",19.1591559122392,99488,2,2,2,2,10,210,220,121,3,118,0,48,48,0,18,18,0,4,4,NA,NA,NA,4,78,7281,3679.5,29,52,46,36,822,822,26,182,182,18552,56025.5,55450.5,46726,91971.5,91273,43205,13845,13845,10,0,18552,0,18552,29,0,29,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,210,0,56025.5,56025.5,0,52,52,NA,NA,NA,NA,NA,NA,NA,13,1878,48,2,3,22,0,14,5,0,0,8,0,4,2,11,4,18,2,0,0,0,143,797.5,1
9,-6,"DA63656","linear",38.2944165325205,88637,13,5,3,NA,0,77,77,19,0,19,0,5,5,0,1,1,0,1,1,0,1,1,9,0,746.5,746.5,0,32,32,0,768,768,0,768,768,0,10199,10199,0,47066,47066,0,18874,18874,0,26,0,14186,14186,0,23,23,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,51,0,10197,10197,0,46,46,NA,NA,NA,NA,NA,NA,NA,14,1917,64,12,6,35,0,47,22,1,3,13,10,2,5,6,0,30,0,0,0,0,256,705.5,2
2,0,"DA63658","circular",28.7451216279949,86539,20,5,2,NA,20,0,20,7,7,0,2,0,2,NA,NA,NA,1,0,1,NA,NA,NA,5,93,0,93,29.5,0,29.5,1310,0,1310,35,0,35,36258,0,36258,41185,0,41185,31247,0,31247,20,0,36258,0,36258,29.5,0,29.5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1767,16,4,12,4,0,13,5,0,2,0,0,6,0,15,0,6,0,0,0,0,83,2397.5,NA
