"strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.beta.lac.4","n.plasmids","n.beta.lac","n.beta.lac.plasmid","n.beta.lac.chrom","min.dist.oriC.chrom","min.dist.oriC.plasmid","min.dist.oriC","med.dist.oriC.chrom","med.dist.oriC.plasmid","med.dist.oriC","n.beta.lac.plus.chrom","n.beta.lac.plus.plasmid","nc.beta.lac.plus.plasmid","n.beta.lac.plus","nc.beta.lac.plus","nc.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.in","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","ampC.type.beta.lactamase","TEM.beta.lactamase","sulfonamide.resistant.sul","trimethoprim.resistant.dihydrofolate.reductase.dfr","APH3","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","OXA.beta.lactamase","AAC6.Ib.cr","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH4","DHA.beta.lactamase","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.TEM.1","n.TEM.210","n.TEM.148","n.TEM.37","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","new","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes","resistance"
"DA63570","circular",7.22883583241412,80821,0,"no",0,4,0,4,105362,0,105362,2667470,0,2667470,3,0,0,3,3,0,373,0,373,8,8,0,5,0,5,1,0,1,2,0,2,1,0,1,0,100,0,100,26,0,26,865,0,865,726,0,726,1139,0,1139,95816,0,95816,7039,0,7039,63,0,264,0,264,31,0,31,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,310,0,1143,0,1143,25,0,25,0,0,0,0,0,15,4209,17,13,20,15,0,33,8,0,0,21,6,2,10,16,3,18,1,12,0,0,0,195,934,0,"nonHR"
"DA63572","circular",30.5367772186731,119253,0,"no",0,3,0,3,1748441,0,1748441,3591670,0,3591670,1,0,0,1,1,0,30,0,30,14,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,64,0,64,36,0,36,127,0,127,41,0,41,47617.5,0,47617.5,129331.5,0,129331.5,31070,0,31070,30,0,47617.5,0,47617.5,36,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2710,1,16,2,2,0,16,0,0,0,14,0,8,0,19,0,0,1,0,0,0,0,79,5823.5,0,"nonHR"
"DA63574","circular",28.1786584866757,108926,2,"no",1,3,1,2,3894577,11893,3906470,4264968,11893,4276861,2,0,0,2,2,2,66,27,93,26,26,0,0,5,5,0,0,0,0,1,1,0,0,0,0,335,0,335,26,38,26,93,1309,1309,38,0,38,26980.5,5383,9846,177781,0,177781,31202,0,31202,66,0,26980.5,0,26980.5,26,0,26,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5383,5383,0,38,38,0,0,0,0,0,14,2014,3,9,19,14,9,20,6,0,4,3,0,4,5,19,0,18,0,27,0,0,0,160,3989.5,0,"nonHR"
"DA63576","circular",45.2175617104704,98141,1,"no",1,3,2,1,93837,3143653,3237490,93837,3514032,3607869,0,0,0,0,0,2,3,64,67,26,0,26,3,1,4,0,0,0,1,0,1,0,0,0,0,0,335,335,484,26,26,1309,106,1309,0,38,38,5006,27093.5,26924,0,177781,177781,0,31202,31202,0,64,0,27093.5,27093.5,0,26,26,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,5006,0,5006,484,0,484,0,0,0,0,0,14,2139,3,9,17,6,5,18,6,0,4,1,0,4,5,17,0,10,0,12,0,0,0,117,16284,0,"nonHR"
"DA63578","circular",65.2218827101547,140650,9,"no",5,3,3,0,0,30442,30442,0,66395,66395,0,3,3,3,3,3,0,23,23,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,32,32,0,91,91,0,36,36,0,9668,9668,0,37571,37571,0,19583,19583,0,13,0,20743,20743,0,27,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3274.5,3274.5,0,37,37,0,0,0,0,0,13,3953,5,7,9,23,0,18,32,0,2,9,1,6,1,16,0,0,0,0,0,0,1,130,481.5,0,"nonHR"
"DA63580","circular",12.7572325879615,77391,12,"no",3,3,0,3,435513,0,435513,1067537,0,1067537,1,0,0,1,1,0,37,0,37,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,62,25,0,25,93,0,93,44,0,44,76769,0,76769,138608,0,138608,31000,0,31000,37,0,76769,0,76769,25,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2123,0,23,0,12,0,7,4,0,0,0,0,8,3,19,0,0,0,0,0,0,0,76,0,0,"nonHR"
"DA63582","circular",58.8084966148401,115885,0,"no",0,2,0,2,3897620,0,3897620,4296060.5,0,4296060.5,2,0,0,2,2,0,25,0,25,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,97,23,0,23,86,0,86,33,0,33,13712,0,13712,106807,0,106807,37574,0,37574,25,0,13712,0,13712,23,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3698,1,2,6,12,5,23,5,5,2,3,0,20,3,6,0,0,0,0,0,0,0,93,24344.5,0,"nonHR"
"DA63584","circular",97.90357712201,101813,9,"no",3,3,3,0,0,279789,279789,0,2348461,2348461,0,2,2,2,2,3,0,23,23,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,33,33,0,93,93,0,41,41,0,40481,40481,0,122495,122495,0,34076,34076,0,23,0,40481,40481,0,33,33,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4253,19,24,4,6,6,55,30,3,0,1,0,6,2,15,1,0,1,12,0,0,0,185,5981,0,"nonHR"
"DA63586","linear",16.2132405159007,80590,1,"no",1,3,3,0,0,1490878,1490878,0,2146846,2146846,0,1,1,1,1,3,0,29,29,15,0,15,0,1,1,0,1,1,0,1,1,0,1,1,0,0,259,259,0,26,26,0,1298,1298,0,1298,1298,0,47031,47031,0,87909,87909,0,32420,32420,0,29,0,47031,47031,0,26,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3636,0,34,2,2,0,8,0,3,0,1,0,7,0,15,0,0,0,0,0,0,0,72,5823.5,0,"nonHR"
"DA63588","circular",13.758591524043,71470,1,"no",1,4,1,3,1987741,14329,2002070,2773331,14329,2787660,2,1,1,3,3,1,87,15,102,22,22,0,0,3,3,0,0,0,0,0,0,0,0,0,0,588,0,588,26,70,31,94,225,225,38,0,38,5110,139,1825.5,160016,0,160016,87330,0,87330,87,0,5110,0,5110,26,0,26,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,139,139,0,70,70,0,0,0,0,0,12,3736,9,3,25,22,0,38,4,0,0,6,0,0,2,17,54,1,1,0,0,0,0,182,21170.5,0,"nonHR"
"DA63590","circular",61.6947959744466,121833,1,"no",1,4,3,1,136421,2045427,2181848,136421,4085929,4222350,1,1,1,2,2,3,21,27,48,2,0,2,5,2,7,0,0,0,2,0,2,0,0,0,0,0,40,40,54,56.5,54,1551,115,1551,0,20,20,4804,152,239,0,115215.5,115215.5,0,90989,90989,0,27,0,152,152,0,56.5,56.5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,4804,0,4804,54,0,54,0,0,0,0,0,13,2956,23,18,0,1,0,27,6,0,0,10,5,4,0,15,0,5,5,10,0,1,0,130,19130.5,0,"nonHR"
"DA63592","circular",74.5125404874474,91430,8,"no",3,2,2,0,0,2504992,2504992,0,2855805.5,2855805.5,0,0,0,0,0,2,0,39,39,7,0,7,0,10,10,0,0,0,0,0,0,0,0,0,0,0,99,99,0,35,35,0,178,178,0,35,35,0,310,310,0,41186,41186,0,31250,31250,0,39,0,310,310,0,35,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2555,9,4,3,3,0,13,2,0,1,2,0,2,1,12,0,0,0,0,0,0,0,52,19549,0,"nonHR"
"DA63594","circular",58.4139789367831,120530,7,"no",4,2,1,1,636858,59776,696634,636858,59776,696634,0,0,0,0,0,3,12,21,33,9,4,5,0,10,10,0,4,4,0,1,1,0,1,1,0,101,1670,885.5,26,80,33,36,820,820,26,820,820,18552,8528,8645,45997,7326,42429,42429,7021,7021,12,0,18552,0,18552,26,0,26,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8528,8528,0,80,80,0,0,0,0,0,15,3081,11,5,3,66,5,67,7,3,0,50,10,4,9,12,0,40,6,0,0,0,0,298,2570.5,0,"HR"
"DA63596","circular",28.0529367284973,109992,13,"yes",4,5,2,3,300995,42596,343591,1073337,54889,1128226,1,1,1,2,2,2,101,131,232,75,26,49,3,15,18,0,6,6,0,2,2,0,1,1,0,100,3573,333.5,26,35,32,226,642,642,38,642,642,9592,26980,17776,159024.5,63137,72651,31121,25924,25924,101,0,9592,0,9592,26,0,26,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,131,0,26980,26980,0,35,35,0,0,0,0,0,14,3856,89,17,21,12,0,78,16,0,0,13,26,8,3,21,11,32,4,0,0,0,0,351,978.5,0,"nonHR"
"DA63598","circular",74.4837843631729,100475,0,"no",0,2,0,2,3674327,0,3674327,4053919,0,4053919,2,0,0,2,2,0,13,0,13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,140,26,0,26,99,0,99,35,0,35,9944,0,9944,41084,0,41084,31239,0,31239,13,0,9944,0,9944,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1766,1,5,4,4,0,19,6,1,0,1,0,0,1,16,0,0,0,0,0,0,0,58,24477,0,"nonHR"
"DA63600","circular",62.1461582235804,101807,3,"no",1,2,2,0,0,80984,80984,0,410227.5,410227.5,0,0,0,0,0,2,0,20,20,9,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,118.5,118.5,0,24,24,0,106,106,0,37,37,0,20621.5,20621.5,0,74721,74721,0,31207,31207,0,20,0,20621.5,20621.5,0,24,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1715,1,4,4,1,0,4,2,0,0,0,0,5,0,12,0,0,0,0,0,0,0,33,92618,0,"nonHR"
"DA63602","circular",91.2107229859566,99859,1,"no",1,2,0,2,1388796,0,1388796,1768529,0,1768529,0,0,0,0,0,0,91,0,91,31,31,0,5,0,5,0,0,0,0,0,0,0,0,0,0,405.5,0,405.5,26,0,26,149,0,149,53,0,53,11104,0,11104,175657,0,175657,37573,0,37573,91,0,11104,0,11104,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4505,2,15,6,8,0,18,6,0,2,3,0,2,10,7,0,0,1,0,0,0,0,80,70568.5,0,"nonHR"
"DA63606","circular",73.1963205631409,87222,3,"no",2,2,2,0,0,1895919,1895919,0,2252493.5,2252493.5,0,2,2,2,2,2,0,46,46,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,309,0,26,26,0,93,93,0,46,46,0,37897,37897,0,174105,174105,0,31248,31248,0,46,0,37897,37897,0,26,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2068,1,11,16,4,0,9,6,0,2,2,0,4,2,15,0,0,0,0,0,0,0,72,92557,0,"nonHR"
"DA63608","circular",12.9765096799592,97473,10,"yes",2,5,2,3,1993692,50125,2043817,2699772,63340,2763112,2,0,0,2,2,4,12,54,66,13,1,12,0,21,21,0,10,10,0,2,2,0,0,0,0,20,1327.5,980,43,76,67,84,513,513,20,460,460,5227.5,11054.5,9855.5,87441,28562,28566,87441,28251,28251,12,0,5227.5,0,5227.5,43,0,43,3,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12740,12740,0,153,153,0,0,0,0,0,12,3483,45,1,49,31,0,71,10,3,0,5,0,5,4,22,0,50,0,0,0,0,0,296,667.5,0,"HR"
"DA63610","circular",16.9413110332436,85817,1,"no",1,2,0,2,3688205,0,3688205,4039033.5,0,4039033.5,2,0,0,2,2,0,38,0,38,7,7,0,10,0,10,0,0,0,0,0,0,0,0,0,0,99,0,99,39,0,39,187,0,187,35,0,35,310,0,310,41186,0,41186,31250,0,31250,38,0,310,0,310,39,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1766,9,7,3,15,0,13,2,0,1,5,0,2,2,12,0,0,0,0,0,0,0,71,19550,0,"nonHR"
"DA63612","circular",9.12422250458955,87951,23,"no",3,3,0,3,1494232,0,1494232,3840891,0,3840891,2,0,0,2,2,0,136,0,136,36,36,0,3,0,3,0,0,0,0,0,0,0,0,0,0,289,0,289,30,0,30,205,0,205,37,0,37,20546,0,20546,143847.5,0,143847.5,31013,0,31013,136,0,20546,0,20546,30,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18573,1,0,1,3,0,80,21,4,0,21,0,11,0,20,2,0,0,0,0,0,0,164,27203,0,"nonHR"
"DA63614","circular",19.5681192776767,98730,1,"no",1,2,0,2,3648887,0,3648887,3978960,0,3978960,2,0,0,2,2,0,30,0,30,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,236,25,0,25,78,0,78,46,0,46,41734.5,0,41734.5,147177,0,147177,31250,0,31250,30,0,41734.5,0,41734.5,25,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1766,3,6,2,13,0,4,6,0,0,3,0,2,1,12,0,0,0,0,0,0,0,52,97640,0,"nonHR"
"DA63616","linear",38.6875156395555,104401,1,"no",1,3,3,0,0,1339148,1339148,0,3378326,3378326,0,1,1,1,1,3,0,27,27,9,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,64,64,0,30,30,0,127,127,0,33,33,0,31070,31070,0,92308,92308,0,31070,31070,0,27,0,31070,31070,0,30,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4162,39,18,0,16,0,53,0,0,0,17,0,5,0,10,0,0,0,0,0,0,0,158,24292.5,0,"nonHR"
"DA63618","linear",14.9724092905781,94441,2,"no",1,3,2,1,629474,14852,644326,629474,382459,1011933,0,0,0,0,0,2,6,6,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,25.5,76,27.5,67,84,80,84,0,31,31,73,7980.5,190.5,0,57936.5,57936.5,0,30983,30983,6,6,73,7980.5,190.5,76,27.5,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3731,2,0,19,24,0,36,7,3,0,0,0,6,0,14,0,0,0,0,0,0,0,111,39802.5,0,"nonHR"
"DA63620","circular",16.9166560778918,90059,1,"no",1,2,0,2,3783301,0,3783301,4159933.5,0,4159933.5,2,0,0,2,2,0,23,0,23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,174,23,0,23,86,0,86,33,0,33,10036,0,10036,88581,0,88581,37574,0,37574,23,0,10036,0,10036,23,0,23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3954,4,9,6,26,0,30,5,3,2,11,3,2,3,6,3,3,0,0,0,0,0,116,31999.5,0,"nonHR"
"DA63622","circular",13.631415335924,80994,0,"no",0,2,0,2,3758100,0,3758100,4118855,0,4118855,2,0,0,2,2,0,28,0,28,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.5,0,226.5,26,0,26,86,0,86,53,0,53,41734.5,0,41734.5,138327,0,138327,31248,0,31248,28,0,41734.5,0,41734.5,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2371,1,3,4,11,0,16,6,0,2,2,0,10,3,12,0,0,0,0,0,0,0,70,92708,0,"nonHR"
"DA63624","circular",24.9193663495231,78024,5,"no",2,3,1,2,3843396,46359,3889755,4225961,46359,4272320,2,1,1,3,3,1,92,18,110,31,31,0,4,4,8,0,0,0,0,0,0,0,0,0,0,405.5,0,405.5,26,38.5,26,149,179,179,53,0,53,11151.5,5321.5,10698.5,175657,0,175657,37573,0,37573,92,0,11151.5,0,11151.5,26,0,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5321.5,5321.5,0,38.5,38.5,0,0,0,0,0,14,3235,2,3,6,20,0,20,6,0,2,6,1,2,10,7,0,1,1,0,0,0,0,87,5549.5,0,"nonHR"
"DA63626","circular",9.42918350801564,81570,8,"no",2,3,0,3,1313397,0,1313397,3495513,0,3495513,2,0,0,2,2,0,39,0,39,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.5,0,250.5,29,0,29,93,0,93,37,0,37,68522,0,68522,129492,0,129492,34083,0,34083,39,0,68522,0,68522,29,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4640,2,16,4,2,0,15,1,3,0,0,0,8,0,21,0,0,0,0,0,0,0,72,0,0,"nonHR"
"DA63628","circular",35.4963250455057,97674,9,"no",2,3,3,0,0,1454709,1454709,0,3478291,3478291,0,1,1,1,1,3,0,119,119,26,0,26,0,2,2,0,0,0,0,0,0,0,0,0,0,0,100,100,0,26,26,0,144,144,0,38,38,0,545,545,0,159024.5,159024.5,0,31129,31129,0,119,0,545,545,0,26,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4350,1,0,14,3,0,21,6,0,0,3,0,0,3,14,10,0,2,0,0,0,0,77,49875,0,"nonHR"
"DA63630","circular",27.7922084806342,88718,14,"no",5,4,1,3,1361986,73062,1435048,3557001,73062,3630063,2,0,0,2,2,1,49,21,70,22,21,1,0,4,4,0,0,0,0,1,1,0,0,0,0,83,20,54.5,32,42,34.5,93,820,820,41,20,41,31114,4802,5048.5,130082,77367,119285.5,31114,77367,31114,49,0,31114,0,31114,32,0,32,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4802,4802,0,42,42,0,0,0,0,0,14,2472,30,36,2,40,0,48,1,3,0,14,5,5,7,25,0,10,5,0,0,0,0,231,9003,0,"nonHR"
"DA63632","circular",11.374446427945,93115,4,"no",4,2,0,2,3498183,0,3498183,3843315.5,0,3843315.5,2,0,0,2,2,0,105,0,105,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.5,0,438.5,26,0,26,96,0,96,53,0,53,10650,0,10650,175418,0,175418,31205,0,31205,105,0,10650,0,10650,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1722,1,4,6,1,0,4,2,0,2,0,0,12,0,12,0,0,0,0,0,0,0,44,93047,0,"nonHR"
"DA63634","circular",13.6701642104607,98059,18,"no",4,4,1,3,1535521,41639,1577160,3919204,41639,3960843,2,1,1,3,3,1,79,16,95,5,5,0,2,1,3,0,0,0,0,0,0,0,0,0,0,60,0,60,31,37,32,144,309,309,26,0,26,336,5801,420,104291,0,104291,87441,0,87441,79,0,336,0,336,31,0,31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5801,5801,0,37,37,0,0,0,0,0,13,3774,8,1,16,4,0,36,11,0,0,35,1,0,1,19,11,1,2,0,0,0,0,146,8352.5,0,"nonHR"
"DA63636","circular",23.5846256835606,100480,0,"no",0,2,0,2,1835210,0,1835210,2188711.5,0,2188711.5,2,0,0,2,2,0,26,0,26,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,178,27.5,0,27.5,86,0,86,35,0,35,23763,0,23763,41199,0,41199,31310,0,31310,26,0,23763,0,23763,27.5,0,27.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2530,11,10,2,8,0,30,24,0,0,10,0,2,5,12,0,0,0,0,0,0,0,114,82356,0,"nonHR"
"DA63638","circular",37.9730259080686,108174,24,"no",4,3,0,3,1408594,0,1408594,2115371,0,2115371,2,0,0,2,2,0,14,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,67,0,67,86,0,86,24,0,24,218,0,218,106707.5,0,106707.5,86842,0,86842,14,0,218,0,218,67,0,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3483,15,0,44,15,0,27,0,3,0,7,0,5,4,17,0,7,0,0,0,0,0,144,990,0,"nonHR"
"DA63640","circular",15.5330194378725,76611,14,"no",3,3,0,3,300348,0,300348,1069054,0,1069054,1,0,0,1,1,0,95,0,95,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,26,0,26,84,0,84,38,0,38,7049,0,7049,159024.5,0,159024.5,31129,0,31129,95,0,7049,0,7049,26,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4350,1,0,19,3,0,21,6,0,0,3,0,0,3,14,10,0,2,0,0,0,0,82,49265.5,0,"nonHR"
"DA63642","circular",9.35806202033824,66111,24,"no",1,2,0,2,1649852,0,1649852,2036539,0,2036539,2,0,0,2,2,0,75,0,75,26,26,0,2,0,2,0,0,0,0,0,0,0,0,0,0,351,0,351,26,0,26,149,0,149,53,0,53,10764,0,10764,165616,0,165616,37428,0,37428,75,0,10764,0,10764,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1766,1,4,2,4,0,25,1,0,0,2,0,4,2,12,0,0,0,0,0,0,0,57,92497,0,"nonHR"
"DA63644","circular",26.6712855812068,101660,28,"no",4,3,0,3,1653230,0,1653230,3669725,0,3669725,1,0,0,1,1,0,86,0,86,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,26,0,26,84,0,84,38,0,38,7008,0,7008,152049,0,152049,31121,0,31121,86,0,7008,0,7008,26,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2980,0,0,8,21,0,15,2,0,0,2,0,0,0,14,0,0,0,0,0,0,0,62,50518,0,"nonHR"
